,Km,EngSize,Hp,Fuel Consumption,Price,Age,Fiat,Ford,Renault,Toyota,Volkswagen,Manuel,Automatic,Semi-Automatic,Benzin,Diesel,Hybrid,Benzin&LPG
314,24000,1248,95,4.1,610000,2,1,0,0,0,0,1,0,0,0,1,0,0
315,121000,1368,95,5.7,345500,4,1,0,0,0,0,1,0,0,0,0,0,1
316,45000,1368,95,5.7,382500,5,1,0,0,0,0,1,0,0,0,0,0,1
317,6001,1368,95,6.4,575000,1,1,0,0,0,0,1,0,0,1,0,0,0
318,16000,1368,95,5.7,550000,3,1,0,0,0,0,1,0,0,1,0,0,0
319,6200,1368,95,6.4,499000,1,1,0,0,0,0,1,0,0,1,0,0,0
320,82500,1248,95,4.1,430000,8,1,0,0,0,0,1,0,0,0,1,0,0
321,6001,1368,95,6.4,505000,1,1,0,0,0,0,1,0,0,1,0,0,0
322,105000,1368,95,5.7,400000,4,1,0,0,0,0,1,0,0,1,0,0,0
323,100000,1248,95,4.1,451000,3,1,0,0,0,0,1,0,0,0,1,0,0
324,76430,1598,110,6.3,505000,6,1,0,0,0,0,0,1,0,0,0,0,1
325,12000,1368,95,6.6,512000,2,1,0,0,0,0,1,0,0,1,0,0,0
326,23600,1368,95,5.7,435000,3,1,0,0,0,0,1,0,0,1,0,0,0
327,1,1368,95,6.4,515000,1,1,0,0,0,0,1,0,0,1,0,0,0
328,130000,1248,95,4.1,402000,6,1,0,0,0,0,1,0,0,0,1,0,0
329,18850,1368,95,5.7,475000,3,1,0,0,0,0,1,0,0,1,0,0,0
330,73000,1368,95,5.7,460000,4,1,0,0,0,0,1,0,0,1,0,0,0
331,73000,1248,95,4.1,455000,6,1,0,0,0,0,1,0,0,0,1,0,0
332,47000,1598,110,6.3,625000,4,1,0,0,0,0,0,1,0,1,0,0,0
333,198000,1598,120,3.9,415000,5,1,0,0,0,0,0,0,1,0,1,0,0
334,230000,1368,95,5.7,260000,4,1,0,0,0,0,1,0,0,0,0,0,1
335,126000,1248,95,4.1,375000,7,1,0,0,0,0,1,0,0,0,1,0,0
336,14950,1368,95,5.7,480000,3,1,0,0,0,0,1,0,0,1,0,0,0
337,1001,1368,95,6.4,515000,1,1,0,0,0,0,1,0,0,1,0,0,0
338,150000,1248,95,4.1,370000,6,1,0,0,0,0,1,0,0,0,1,0,0
339,8300,1368,95,6.4,549500,1,1,0,0,0,0,1,0,0,1,0,0,0
340,6180,1368,95,6.4,509500,1,1,0,0,0,0,1,0,0,1,0,0,0
341,10000,1368,95,6.4,509500,1,1,0,0,0,0,1,0,0,1,0,0,0
342,107000,1598,120,3.9,487500,4,1,0,0,0,0,0,0,1,0,1,0,0
343,94000,1598,120,3.9,483500,4,1,0,0,0,0,0,0,1,0,1,0,0
344,153933,1598,120,3.9,479500,4,1,0,0,0,0,0,0,1,0,1,0,0
345,21000,1368,95,6.4,507000,1,1,0,0,0,0,1,0,0,1,0,0,0
346,31000,1368,95,6.4,545500,2,1,0,0,0,0,1,0,0,1,0,0,0
347,17000,1598,130,4.4,624800,1,1,0,0,0,0,0,0,1,0,1,0,0
348,93000,1368,95,6.4,427000,2,1,0,0,0,0,1,0,0,1,0,0,0
349,28500,1368,95,5.7,504000,2,1,0,0,0,0,1,0,0,1,0,0,0
350,104000,1248,95,4.1,440000,5,1,0,0,0,0,1,0,0,0,1,0,0
351,72000,1598,120,3.9,505000,7,1,0,0,0,0,0,0,1,0,1,0,0
352,43000,1368,95,5.7,465000,2,1,0,0,0,0,1,0,0,1,0,0,0
353,22000,1368,95,5.7,535000,3,1,0,0,0,0,1,0,0,0,0,0,1
354,31200,1368,95,6.4,525000,2,1,0,0,0,0,1,0,0,1,0,0,0
355,168000,1248,95,4.1,389000,5,1,0,0,0,0,1,0,0,0,1,0,0
356,75000,1368,95,5.7,435000,4,1,0,0,0,0,1,0,0,0,0,0,1
357,146000,1248,95,4.1,410000,7,1,0,0,0,0,1,0,0,0,1,0,0
358,230000,1248,95,4.1,355500,7,1,0,0,0,0,1,0,0,0,1,0,0
359,72000,1368,95,5.7,425000,5,1,0,0,0,0,1,0,0,0,0,0,1
360,110000,1248,95,4.1,395000,8,1,0,0,0,0,1,0,0,0,1,0,0
361,139500,1598,120,3.7,495000,6,1,0,0,0,0,1,0,0,0,1,0,0
362,63000,1248,95,4.1,500000,4,1,0,0,0,0,1,0,0,0,1,0,0
363,79950,1248,95,4.1,451250,6,1,0,0,0,0,1,0,0,0,1,0,0
364,21100,1368,95,6.4,515000,1,1,0,0,0,0,1,0,0,1,0,0,0
365,10500,1368,95,5.7,442000,3,1,0,0,0,0,1,0,0,0,0,0,1
366,36995,1368,95,5.7,460000,4,1,0,0,0,0,1,0,0,1,0,0,0
367,123000,1248,95,4.1,375000,6,1,0,0,0,0,1,0,0,0,1,0,0
368,24200,1368,95,5.7,475000,3,1,0,0,0,0,1,0,0,1,0,0,0
369,170000,1248,95,4.1,343500,6,1,0,0,0,0,1,0,0,0,1,0,0
370,145500,1598,120,3.9,417000,6,1,0,0,0,0,0,0,1,0,1,0,0
371,85000,1598,120,4.2,430000,7,1,0,0,0,0,1,0,0,0,1,0,0
372,15000,1368,95,5.7,450000,4,1,0,0,0,0,1,0,0,1,0,0,0
373,78000,1598,120,4.2,487500,7,1,0,0,0,0,1,0,0,0,1,0,0
374,43000,1598,120,4.2,485000,7,1,0,0,0,0,1,0,0,0,1,0,0
375,175000,1248,95,4.1,365000,7,1,0,0,0,0,1,0,0,0,1,0,0
376,52000,1248,95,3.7,472500,3,1,0,0,0,0,1,0,0,0,1,0,0
377,93000,1368,95,5.7,409500,4,1,0,0,0,0,1,0,0,1,0,0,0
378,9950,1368,95,6.4,470000,2,1,0,0,0,0,1,0,0,1,0,0,0
379,132450,1248,95,4.1,330000,8,1,0,0,0,0,1,0,0,0,1,0,0
380,24200,1248,95,4.1,552000,3,1,0,0,0,0,1,0,0,0,1,0,0
381,139000,1248,95,4.1,406500,4,1,0,0,0,0,1,0,0,0,1,0,0
382,58000,1248,95,4.1,345000,4,1,0,0,0,0,1,0,0,0,1,0,0
383,70010,1368,95,5.7,405000,4,1,0,0,0,0,1,0,0,1,0,0,0
384,91000,1248,95,4.1,393750,6,1,0,0,0,0,1,0,0,0,1,0,0
385,61000,1368,95,5.7,410000,4,1,0,0,0,0,1,0,0,1,0,0,0
386,89000,1368,95,5.7,418000,7,1,0,0,0,0,1,0,0,0,0,0,1
387,6600,1248,95,4.1,545000,2,1,0,0,0,0,1,0,0,0,1,0,0
388,39800,1248,95,4.1,497000,2,1,0,0,0,0,1,0,0,0,1,0,0
389,70000,1248,95,4.1,469750,3,1,0,0,0,0,1,0,0,0,1,0,0
390,135000,1248,95,4.1,376500,5,1,0,0,0,0,1,0,0,0,1,0,0
391,30815,1598,120,4.2,549000,5,1,0,0,0,0,1,0,0,0,1,0,0
392,182000,1248,95,4.1,372500,5,1,0,0,0,0,1,0,0,0,1,0,0
393,21503,1248,95,4.1,514000,2,1,0,0,0,0,1,0,0,0,1,0,0
394,117000,1598,120,3.8,579000,6,1,0,0,0,0,0,0,1,0,1,0,0
395,115000,1598,120,3.9,490000,4,1,0,0,0,0,0,0,1,0,1,0,0
396,163000,1248,95,4.1,394850,6,1,0,0,0,0,1,0,0,0,1,0,0
397,83000,1248,95,4.1,440000,5,1,0,0,0,0,1,0,0,0,1,0,0
398,21911,1368,95,5.7,494000,3,1,0,0,0,0,1,0,0,1,0,0,0
399,72250,1368,95,5.7,449000,5,1,0,0,0,0,1,0,0,0,0,0,1
400,108000,1248,95,4.1,455000,4,1,0,0,0,0,1,0,0,0,1,0,0
401,6001,1368,95,6.4,520000,0,1,0,0,0,0,1,0,0,1,0,0,0
402,1150,1368,95,6.4,505750,0,1,0,0,0,0,1,0,0,1,0,0,0
403,36000,1368,95,5.7,472000,3,1,0,0,0,0,1,0,0,1,0,0,0
404,41000,1368,95,5.7,475000,2,1,0,0,0,0,1,0,0,1,0,0,0
405,57000,1368,95,5.7,410000,5,1,0,0,0,0,1,0,0,0,0,0,1
406,39000,1368,95,5.7,460000,4,1,0,0,0,0,1,0,0,1,0,0,0
407,56000,1368,95,5.7,467000,4,1,0,0,0,0,1,0,0,1,0,0,0
408,12000,1368,95,5.7,443000,4,1,0,0,0,0,1,0,0,1,0,0,0
409,8000,1368,95,6.4,465000,2,1,0,0,0,0,1,0,0,1,0,0,0
410,102000,1368,95,5.7,385000,6,1,0,0,0,0,1,0,0,0,0,0,1
411,30000,1368,95,6.4,452000,2,1,0,0,0,0,1,0,0,1,0,0,0
412,72000,1248,95,4.1,452000,6,1,0,0,0,0,1,0,0,0,1,0,0
413,21736,1248,95,4.1,542000,1,1,0,0,0,0,1,0,0,0,1,0,0
414,124000,1598,120,3.9,470000,6,1,0,0,0,0,0,0,1,0,1,0,0
415,185000,1248,95,4.1,364000,6,1,0,0,0,0,1,0,0,0,1,0,0
416,120000,1368,95,5.7,425000,4,1,0,0,0,0,1,0,0,0,0,0,1
417,53000,1248,95,4.1,483000,3,1,0,0,0,0,1,0,0,0,1,0,0
418,102000,1598,120,3.9,515000,5,1,0,0,0,0,0,0,1,0,1,0,0
419,149000,1248,95,4.1,384950,5,1,0,0,0,0,1,0,0,0,1,0,0
420,107000,1598,120,3.7,475000,7,1,0,0,0,0,1,0,0,0,1,0,0
421,180000,1598,120,3.9,479000,6,1,0,0,0,0,0,0,1,0,1,0,0
422,14000,1368,95,5.7,485000,3,1,0,0,0,0,1,0,0,0,0,0,1
423,0,1368,95,5.7,482500,3,1,0,0,0,0,1,0,0,1,0,0,0
424,41000,1598,110,6.3,525000,6,1,0,0,0,0,0,1,0,0,0,0,1
425,140000,1248,95,4.1,445000,6,1,0,0,0,0,1,0,0,0,1,0,0
426,13343,1248,95,4.1,542000,1,1,0,0,0,0,1,0,0,0,1,0,0
427,1001,1248,95,4.1,547750,1,1,0,0,0,0,1,0,0,0,1,0,0
428,12033,1368,95,6.4,529000,2,1,0,0,0,0,1,0,0,1,0,0,0
429,79900,1368,95,5.7,398000,5,1,0,0,0,0,1,0,0,0,0,0,1
430,6950,1248,95,4.1,620000,1,1,0,0,0,0,1,0,0,0,1,0,0
431,36000,1368,95,5.7,468500,5,1,0,0,0,0,1,0,0,1,0,0,0
432,42000,1248,95,3.7,493500,3,1,0,0,0,0,1,0,0,0,1,0,0
433,97000,1248,95,4.1,410000,4,1,0,0,0,0,1,0,0,0,1,0,0
434,18563,1598,130,4.4,653000,1,1,0,0,0,0,0,0,1,0,1,0,0
435,518000,1248,95,4.1,290000,4,1,0,0,0,0,1,0,0,0,1,0,0
436,31500,1248,95,4.1,450000,3,1,0,0,0,0,1,0,0,1,0,0,0
437,110000,1248,95,4.1,399000,5,1,0,0,0,0,1,0,0,0,1,0,0
438,38625,1248,95,4.1,479900,5,1,0,0,0,0,1,0,0,0,1,0,0
439,79069,1248,95,4.1,459750,3,1,0,0,0,0,1,0,0,0,1,0,0
440,6100,1248,95,4.1,572000,2,1,0,0,0,0,1,0,0,0,1,0,0
441,59000,1598,110,6.3,570000,6,1,0,0,0,0,0,1,0,0,0,0,1
442,70000,1248,95,4.1,539750,3,1,0,0,0,0,1,0,0,0,1,0,0
443,169000,1248,95,4.1,387750,4,1,0,0,0,0,1,0,0,0,1,0,0
444,25000,1368,95,5.7,480000,2,1,0,0,0,0,1,0,0,1,0,0,0
445,177000,1248,95,4.1,375000,8,1,0,0,0,0,1,0,0,0,1,0,0
446,64200,1598,120,3.9,519950,3,1,0,0,0,0,0,0,1,0,1,0,0
447,89000,1598,120,3.9,415000,6,1,0,0,0,0,0,0,1,0,1,0,0
448,13500,1368,95,5.7,530000,3,1,0,0,0,0,1,0,0,1,0,0,0
449,47415,1368,95,5.7,427500,7,1,0,0,0,0,1,0,0,0,0,0,1
450,15131,1248,95,4.1,533000,1,1,0,0,0,0,1,0,0,0,1,0,0
451,130000,1598,120,3.8,522000,5,1,0,0,0,0,0,0,1,0,1,0,0
452,99000,1598,120,3.9,457000,4,1,0,0,0,0,0,0,1,0,1,0,0
453,269000,1598,120,3.9,405000,6,1,0,0,0,0,0,0,1,0,1,0,0
454,188000,1598,120,3.9,420000,7,1,0,0,0,0,0,0,1,0,1,0,0
455,52000,1248,95,4.1,492000,2,1,0,0,0,0,1,0,0,0,1,0,0
456,112000,1248,95,4.1,430000,6,1,0,0,0,0,1,0,0,0,1,0,0
457,15600,1368,95,6.4,539000,1,1,0,0,0,0,1,0,0,0,0,0,1
458,175000,1248,95,3.7,365000,7,1,0,0,0,0,1,0,0,0,1,0,0
459,50000,1368,95,6.4,447000,2,1,0,0,0,0,1,0,0,1,0,0,0
460,12000,1248,95,4.1,540000,1,1,0,0,0,0,1,0,0,0,1,0,0
461,223500,1248,95,4.1,369500,7,1,0,0,0,0,1,0,0,0,1,0,0
462,79000,1598,120,3.9,565000,3,1,0,0,0,0,0,0,1,0,1,0,0
463,132000,1598,120,4.2,435000,7,1,0,0,0,0,1,0,0,0,1,0,0
464,198500,1598,120,3.9,489950,4,1,0,0,0,0,0,0,1,0,1,0,0
465,21000,1368,95,5.7,520000,3,1,0,0,0,0,1,0,0,1,0,0,0
466,50000,1368,95,5.7,489500,2,1,0,0,0,0,1,0,0,1,0,0,0
467,98000,1248,95,4.1,442000,5,1,0,0,0,0,1,0,0,0,1,0,0
468,100000,1598,120,3.9,445000,6,1,0,0,0,0,0,0,1,0,1,0,0
469,250,1368,95,6.4,565000,1,1,0,0,0,0,1,0,0,1,0,0,0
470,29000,1368,95,5.7,438000,4,1,0,0,0,0,1,0,0,1,0,0,0
471,14500,1368,95,5.7,495000,3,1,0,0,0,0,1,0,0,0,0,0,1
472,33000,1368,95,5.7,557500,3,1,0,0,0,0,1,0,0,1,0,0,0
473,81500,1248,95,3.7,470000,3,1,0,0,0,0,1,0,0,0,1,0,0
474,106000,1248,95,4.1,372000,7,1,0,0,0,0,1,0,0,0,1,0,0
475,11500,1368,95,6.4,450000,1,1,0,0,0,0,1,0,0,1,0,0,0
476,57500,1368,95,6.4,535000,2,1,0,0,0,0,1,0,0,0,0,0,1
477,87000,1368,95,5.7,400000,3,1,0,0,0,0,1,0,0,0,0,0,1
478,85000,1368,95,5.7,390000,5,1,0,0,0,0,1,0,0,1,0,0,0
479,181500,1368,95,5.7,350000,7,1,0,0,0,0,1,0,0,0,0,0,1
480,128000,1248,95,4.1,408000,5,1,0,0,0,0,1,0,0,0,1,0,0
481,63000,1248,95,4.1,481600,4,1,0,0,0,0,1,0,0,0,1,0,0
482,14000,1598,130,4.4,687500,1,1,0,0,0,0,0,0,1,0,1,0,0
483,72000,1248,95,4.1,430000,6,1,0,0,0,0,1,0,0,0,1,0,0
484,48000,1248,95,4.1,450000,4,1,0,0,0,0,1,0,0,0,1,0,0
485,39500,1368,95,5.7,423000,4,1,0,0,0,0,1,0,0,1,0,0,0
486,195000,1248,95,4.1,415000,6,1,0,0,0,0,1,0,0,0,1,0,0
487,167500,1598,120,3.9,439900,6,1,0,0,0,0,0,0,1,0,1,0,0
488,159000,1598,120,3.9,409900,6,1,0,0,0,0,0,0,1,0,1,0,0
489,35300,1248,95,4.1,483000,3,1,0,0,0,0,1,0,0,0,1,0,0
490,6154,1368,95,6.4,485000,1,1,0,0,0,0,1,0,0,1,0,0,0
491,107500,1598,120,3.9,507000,6,1,0,0,0,0,0,0,1,0,1,0,0
492,842955,1248,95,4.1,363000,7,1,0,0,0,0,1,0,0,0,1,0,0
493,5900,1368,95,6.4,525000,1,1,0,0,0,0,1,0,0,1,0,0,0
494,41000,1368,95,5.7,460000,4,1,0,0,0,0,1,0,0,1,0,0,0
495,234000,1248,95,4.1,333000,7,1,0,0,0,0,1,0,0,0,1,0,0
496,74500,1368,95,5.7,395000,7,1,0,0,0,0,1,0,0,1,0,0,0
497,157500,1248,95,4.1,365000,7,1,0,0,0,0,1,0,0,0,1,0,0
498,167000,1368,95,5.7,378000,7,1,0,0,0,0,1,0,0,0,0,0,1
499,48000,1598,110,6.3,535000,7,1,0,0,0,0,0,1,0,1,0,0,0
500,26000,1368,95,6.4,575000,2,1,0,0,0,0,1,0,0,1,0,0,0
501,6825,1368,95,5.7,465000,3,1,0,0,0,0,1,0,0,1,0,0,0
502,148000,1598,120,3.9,417500,6,1,0,0,0,0,0,0,1,0,1,0,0
503,53000,1598,120,3.7,595000,7,1,0,0,0,0,1,0,0,0,1,0,0
504,59000,1248,95,4.1,455000,4,1,0,0,0,0,1,0,0,0,1,0,0
505,150700,1248,95,4.1,355000,7,1,0,0,0,0,1,0,0,0,1,0,0
506,7500,1368,95,6.4,480000,2,1,0,0,0,0,1,0,0,0,0,0,1
507,37879,1248,95,4.1,515000,3,1,0,0,0,0,1,0,0,0,1,0,0
508,117777,1598,120,3.9,495000,4,1,0,0,0,0,0,0,1,0,1,0,0
509,156000,1598,120,3.9,435000,5,1,0,0,0,0,0,0,1,0,1,0,0
510,84064,1248,95,4.1,459900,4,1,0,0,0,0,1,0,0,0,1,0,0
511,147000,1598,120,3.9,472500,6,1,0,0,0,0,0,0,1,0,1,0,0
512,170000,1598,120,3.8,420000,7,1,0,0,0,0,0,0,1,0,1,0,0
513,7000,1368,95,6.4,510000,1,1,0,0,0,0,1,0,0,1,0,0,0
514,99461,1598,120,3.9,479750,5,1,0,0,0,0,0,0,1,0,1,0,0
515,171000,1598,120,3.9,418750,6,1,0,0,0,0,0,0,1,0,1,0,0
516,84000,1368,95,5.7,422000,6,1,0,0,0,0,1,0,0,1,0,0,0
517,6262,1368,95,6.4,520000,1,1,0,0,0,0,1,0,0,1,0,0,0
518,126500,1598,110,6.3,445000,7,1,0,0,0,0,0,1,0,0,0,0,1
519,104000,1598,120,4.2,440000,7,1,0,0,0,0,1,0,0,0,1,0,0
520,31750,1368,95,5.7,470000,3,1,0,0,0,0,1,0,0,1,0,0,0
521,6013,1368,95,6.4,485000,1,1,0,0,0,0,1,0,0,1,0,0,0
522,129300,1598,120,3.9,469750,5,1,0,0,0,0,0,0,1,0,1,0,0
523,32000,1368,95,5.7,450000,2,1,0,0,0,0,1,0,0,1,0,0,0
524,206000,1598,120,3.9,395000,7,1,0,0,0,0,0,0,1,0,1,0,0
525,55000,1368,95,5.7,435000,4,1,0,0,0,0,1,0,0,0,0,0,1
526,210000,1248,95,4.1,375000,6,1,0,0,0,0,1,0,0,0,1,0,0
527,17000,1248,95,4.1,465900,1,1,0,0,0,0,1,0,0,0,1,0,0
528,87000,1598,120,3.9,485000,7,1,0,0,0,0,0,0,1,0,1,0,0
529,8800,1368,95,6.6,535000,1,1,0,0,0,0,1,0,0,1,0,0,0
530,8100,1248,95,4.1,540000,3,1,0,0,0,0,1,0,0,0,1,0,0
531,196000,1598,120,4.2,390000,6,1,0,0,0,0,1,0,0,0,1,0,0
532,180000,1598,120,3.8,445000,7,1,0,0,0,0,0,0,1,0,1,0,0
533,150000,1598,120,3.9,460000,6,1,0,0,0,0,0,0,1,0,1,0,0
534,114700,1368,95,5.7,370000,5,1,0,0,0,0,1,0,0,1,0,0,0
535,29000,1368,95,5.7,449000,4,1,0,0,0,0,1,0,0,1,0,0,0
536,38400,1368,95,6.4,553000,2,1,0,0,0,0,1,0,0,1,0,0,0
537,88000,1248,95,4.1,445000,4,1,0,0,0,0,1,0,0,0,1,0,0
538,37000,1368,95,5.7,479900,3,1,0,0,0,0,1,0,0,1,0,0,0
539,165000,1598,120,3.9,425000,6,1,0,0,0,0,0,0,1,0,1,0,0
540,72500,1248,95,4.1,545000,3,1,0,0,0,0,1,0,0,0,1,0,0
541,73500,1248,95,4.1,405000,7,1,0,0,0,0,1,0,0,0,1,0,0
542,47000,1248,95,4.1,430000,4,1,0,0,0,0,1,0,0,0,1,0,0
543,148000,1598,120,3.9,448000,5,1,0,0,0,0,0,0,1,0,1,0,0
544,95000,1598,120,4.2,455000,7,1,0,0,0,0,1,0,0,0,1,0,0
545,88000,1368,95,5.7,415000,5,1,0,0,0,0,1,0,0,0,0,0,1
546,74000,1368,95,5.7,435000,6,1,0,0,0,0,1,0,0,0,0,0,1
547,173500,1598,120,3.9,469900,4,1,0,0,0,0,0,0,1,0,1,0,0
548,52370,1598,120,4.2,478500,6,1,0,0,0,0,1,0,0,0,1,0,0
549,36000,1368,95,5.7,469000,3,1,0,0,0,0,1,0,0,1,0,0,0
550,35000,1248,95,4.1,479000,5,1,0,0,0,0,1,0,0,0,1,0,0
551,26000,1368,95,5.7,470000,3,1,0,0,0,0,1,0,0,1,0,0,0
552,9000,1368,95,6.4,535000,2,1,0,0,0,0,1,0,0,1,0,0,0
553,37000,1368,95,5.7,452500,3,1,0,0,0,0,1,0,0,1,0,0,0
554,38000,1368,95,5.7,461000,3,1,0,0,0,0,1,0,0,1,0,0,0
555,50000,1368,95,5.7,470000,3,1,0,0,0,0,1,0,0,1,0,0,0
556,39000,1368,95,5.7,435000,4,1,0,0,0,0,1,0,0,0,0,0,1
557,23000,1368,95,5.7,495000,3,1,0,0,0,0,1,0,0,0,0,0,1
558,18000,1368,95,5.7,540000,3,1,0,0,0,0,1,0,0,1,0,0,0
559,15000,1368,95,6.4,515000,1,1,0,0,0,0,1,0,0,1,0,0,0
560,7000,1248,95,4.1,650000,2,1,0,0,0,0,1,0,0,0,1,0,0
561,19000,1368,95,6.4,465000,2,1,0,0,0,0,1,0,0,1,0,0,0
562,136000,1598,120,3.9,470000,6,1,0,0,0,0,0,0,1,0,1,0,0
563,6001,1368,95,6.4,492000,1,1,0,0,0,0,1,0,0,1,0,0,0
564,250,1368,95,6.4,532500,1,1,0,0,0,0,1,0,0,1,0,0,0
565,257000,1248,95,4.1,355000,5,1,0,0,0,0,1,0,0,0,1,0,0
566,226000,1248,95,4.1,355000,6,1,0,0,0,0,1,0,0,0,1,0,0
567,256000,1248,95,4.1,320000,7,1,0,0,0,0,1,0,0,0,1,0,0
568,106000,1248,95,4.1,422000,6,1,0,0,0,0,1,0,0,0,1,0,0
569,54835,1248,95,4.1,479900,3,1,0,0,0,0,1,0,0,0,1,0,0
570,90691,1248,95,4.1,449900,4,1,0,0,0,0,1,0,0,0,1,0,0
571,83105,1248,95,4.1,460000,3,1,0,0,0,0,1,0,0,0,1,0,0
572,182000,1248,95,4.1,375000,5,1,0,0,0,0,1,0,0,0,1,0,0
573,83000,1248,95,4.1,466000,3,1,0,0,0,0,1,0,0,0,1,0,0
574,48000,1368,95,5.7,449950,2,1,0,0,0,0,1,0,0,1,0,0,0
575,173500,1598,120,3.9,465750,4,1,0,0,0,0,0,0,1,0,1,0,0
576,175000,1248,95,4.1,399950,4,1,0,0,0,0,1,0,0,0,1,0,0
577,74000,1368,95,6.4,487500,2,1,0,0,0,0,1,0,0,1,0,0,0
578,59000,1248,95,4.1,445500,3,1,0,0,0,0,1,0,0,0,1,0,0
579,155000,1598,120,3.9,429750,5,1,0,0,0,0,0,0,1,0,1,0,0
580,99000,1598,120,3.9,455700,5,1,0,0,0,0,0,0,1,0,1,0,0
581,73000,1598,120,3.9,540000,4,1,0,0,0,0,0,0,1,0,1,0,0
582,108000,1248,95,4.1,388000,5,1,0,0,0,0,1,0,0,0,1,0,0
583,195000,1248,95,4.1,415000,6,1,0,0,0,0,1,0,0,0,1,0,0
584,21000,1368,95,5.7,439000,3,1,0,0,0,0,1,0,0,1,0,0,0
585,127000,1248,95,4.1,370000,7,1,0,0,0,0,1,0,0,0,1,0,0
586,80000,1248,95,4.1,432750,4,1,0,0,0,0,1,0,0,0,1,0,0
587,54000,1248,95,4.1,450000,3,1,0,0,0,0,1,0,0,0,1,0,0
588,164000,1248,95,4.1,388000,6,1,0,0,0,0,1,0,0,0,1,0,0
589,56924,1368,95,5.7,462000,2,1,0,0,0,0,1,0,0,1,0,0,0
590,130000,1248,95,4.1,425000,6,1,0,0,0,0,1,0,0,0,1,0,0
591,95015,1248,95,4.1,439900,3,1,0,0,0,0,1,0,0,0,1,0,0
592,119000,1368,95,5.7,275000,6,1,0,0,0,0,1,0,0,1,0,0,0
593,25000,1368,95,5.7,485000,3,1,0,0,0,0,1,0,0,1,0,0,0
594,108000,1248,95,4.1,388000,5,1,0,0,0,0,1,0,0,0,1,0,0
595,79000,1598,120,3.9,478000,6,1,0,0,0,0,0,0,1,0,1,0,0
596,26000,1368,95,5.7,480000,3,1,0,0,0,0,1,0,0,1,0,0,0
597,6600,1248,95,4.1,565000,3,1,0,0,0,0,1,0,0,0,1,0,0
598,25000,1368,95,5.7,445000,4,1,0,0,0,0,1,0,0,1,0,0,0
599,256000,1598,120,4.2,395000,6,1,0,0,0,0,1,0,0,0,1,0,0
600,135000,1598,110,6.3,449750,7,1,0,0,0,0,0,1,0,0,0,0,1
601,180000,1248,95,4.1,400000,5,1,0,0,0,0,1,0,0,0,1,0,0
602,6010,1248,95,4.1,541000,1,1,0,0,0,0,1,0,0,0,1,0,0
603,70000,1368,95,5.7,405000,5,1,0,0,0,0,1,0,0,1,0,0,0
604,182555,1248,95,4.1,349950,7,1,0,0,0,0,1,0,0,0,1,0,0
605,46000,1598,120,4.2,570750,3,1,0,0,0,0,1,0,0,0,1,0,0
606,104000,1598,120,3.9,490750,4,1,0,0,0,0,0,0,1,0,1,0,0
607,12000,1248,95,4.1,572750,1,1,0,0,0,0,1,0,0,0,1,0,0
608,46000,1598,120,4.2,599750,3,1,0,0,0,0,1,0,0,0,1,0,0
609,100000,1598,120,3.9,480000,4,1,0,0,0,0,0,0,1,0,1,0,0
610,104000,1598,120,3.9,515000,5,1,0,0,0,0,0,0,1,0,1,0,0
611,128500,1248,95,4.1,370000,8,1,0,0,0,0,1,0,0,0,1,0,0
612,48000,1248,95,4.1,444000,4,1,0,0,0,0,1,0,0,0,1,0,0
613,0,1248,95,4.1,580000,1,1,0,0,0,0,1,0,0,0,1,0,0
614,16300,1248,95,4.1,496250,3,1,0,0,0,0,1,0,0,0,1,0,0
615,1,1248,95,4.1,575000,1,1,0,0,0,0,1,0,0,0,1,0,0
616,113000,1248,95,4.1,411000,4,1,0,0,0,0,1,0,0,0,1,0,0
617,23533,1368,95,6.4,552000,2,1,0,0,0,0,1,0,0,1,0,0,0
618,123415,1598,120,3.9,489900,6,1,0,0,0,0,0,0,1,0,1,0,0
619,225000,1248,95,4.1,359750,6,1,0,0,0,0,1,0,0,0,1,0,0
620,86000,1248,95,4.1,415000,4,1,0,0,0,0,1,0,0,0,1,0,0
621,176000,1248,95,4.1,385000,6,1,0,0,0,0,1,0,0,0,1,0,0
622,60000,1248,95,4.1,447750,4,1,0,0,0,0,1,0,0,0,1,0,0
623,150000,1248,95,4.1,388000,8,1,0,0,0,0,1,0,0,0,1,0,0
624,102000,1598,120,3.9,465000,5,1,0,0,0,0,0,0,1,0,1,0,0
625,101000,1248,95,4.1,449750,3,1,0,0,0,0,1,0,0,0,1,0,0
626,65000,1598,120,3.9,545000,7,1,0,0,0,0,0,0,1,0,1,0,0
627,6100,1248,95,4.1,630000,1,1,0,0,0,0,1,0,0,0,1,0,0
628,96000,1248,95,4.1,430000,4,1,0,0,0,0,1,0,0,0,1,0,0
629,110000,1598,120,3.9,479500,4,1,0,0,0,0,0,0,1,0,1,0,0
630,100000,1248,95,4.1,430000,4,1,0,0,0,0,1,0,0,0,1,0,0
631,113000,1248,95,4.1,465000,6,1,0,0,0,0,1,0,0,0,1,0,0
632,55000,1248,95,4.1,480000,3,1,0,0,0,0,1,0,0,0,1,0,0
633,75000,1248,95,4.1,449000,3,1,0,0,0,0,1,0,0,0,1,0,0
634,63000,1368,95,5.7,450000,2,1,0,0,0,0,1,0,0,1,0,0,0
635,49000,1598,120,3.9,510000,4,1,0,0,0,0,0,0,1,0,1,0,0
636,114000,1248,95,4.1,393000,6,1,0,0,0,0,1,0,0,0,1,0,0
